session_id,timestamp,track_id,event,wait_seconds,queue_count,data_source
L_20260902,2026-09-02T11:30:11,76,ENTER,,5,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:31:57,76,SERVED,106.5,5,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:55:57,77,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:00:40,77,SERVED,283.5,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:59:24,78,ENTER,,16,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:03:27,78,SERVED,243.5,16,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:09:10,79,ENTER,,13,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:12:28,79,SERVED,197.7,13,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:54:32,80,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:58:28,80,SERVED,235.9,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:00:39,81,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:04:18,81,SERVED,219.0,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:33:23,82,ENTER,,6,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:35:27,82,SERVED,123.9,6,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:04:47,83,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:09:08,83,SERVED,260.5,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:28:00,84,ENTER,,5,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:29:29,84,SERVED,88.3,5,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:49:20,85,ENTER,,12,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:52:25,85,SERVED,185.5,12,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:35:01,86,ENTER,,3,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:36:53,86,SERVED,112.1,3,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:47:51,87,ENTER,,13,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:51:50,87,SERVED,239.2,13,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:28:21,88,ENTER,,6,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:30:33,88,SERVED,132.1,6,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:51:25,89,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:55:15,89,SERVED,229.7,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:41:17,90,ENTER,,10,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:44:07,90,SERVED,169.8,10,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:21:50,91,ENTER,,7,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:23:46,91,SERVED,115.4,7,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:55:34,92,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:57:35,92,ABANDONED,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:47:22,93,ENTER,,12,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:48:57,93,ABANDONED,,12,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:21:31,94,ENTER,,7,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:23:38,94,SERVED,127.6,7,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:46:26,95,ENTER,,11,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:49:37,95,SERVED,191.1,11,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:34:40,96,ENTER,,6,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:37:01,96,SERVED,141.3,6,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:53:52,97,ENTER,,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:57:52,97,SERVED,240.5,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:05:22,98,ENTER,,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:09:48,98,SERVED,265.7,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:50:55,99,ENTER,,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:54:59,99,SERVED,243.9,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:46:38,100,ENTER,,11,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:50:12,100,SERVED,213.7,11,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:41:46,101,ENTER,,10,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:44:21,101,SERVED,155.1,10,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:05:57,102,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:10:37,102,SERVED,280.1,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:02:13,103,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:06:29,103,SERVED,256.2,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:43:25,104,ENTER,,11,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:46:59,104,SERVED,214.2,11,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:59:25,105,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:03:06,105,SERVED,221.1,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:47:48,106,ENTER,,1,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:48:26,106,SERVED,38.2,1,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:47:17,107,ENTER,,12,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:50:51,107,SERVED,214.3,12,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:51:08,108,ENTER,,13,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:55:11,108,SERVED,243.5,13,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:22:29,109,ENTER,,8,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:24:58,109,SERVED,149.4,8,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:38:58,110,ENTER,,7,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:41:00,110,SERVED,122.4,7,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:45:12,111,ENTER,,12,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:48:20,111,SERVED,187.8,12,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:42:32,112,ENTER,,10,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:45:25,112,SERVED,172.7,10,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:51:16,113,ENTER,,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:55:34,113,SERVED,257.8,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:55:51,114,ENTER,,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:59:55,114,SERVED,243.3,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:04:29,115,ENTER,,13,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:07:57,115,SERVED,207.9,13,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:40:57,116,ENTER,,9,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:44:07,116,SERVED,189.1,9,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:40:05,117,ENTER,,8,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:43:20,117,SERVED,195.1,8,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:55:35,118,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:00:13,118,SERVED,277.6,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:13:21,119,ENTER,,11,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:16:24,119,SERVED,183.1,11,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:30:00,120,ENTER,,4,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:31:21,120,SERVED,81.9,4,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:53:16,121,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:57:18,121,SERVED,242.4,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:03:53,122,ENTER,,16,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:07:49,122,SERVED,235.8,16,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:28:19,123,ENTER,,4,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:30:22,123,SERVED,122.9,4,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:17:24,124,ENTER,,11,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:20:57,124,SERVED,212.9,11,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:22:29,125,ENTER,,7,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:24:41,125,SERVED,132.0,7,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:52:49,126,ENTER,,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:56:16,126,SERVED,206.8,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:38:43,127,ENTER,,9,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:41:29,127,SERVED,166.8,9,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:09:48,128,ENTER,,13,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:13:44,128,SERVED,236.6,13,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:34:34,129,ENTER,,3,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:35:59,129,SERVED,85.1,3,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:24:05,130,ENTER,,7,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:26:06,130,SERVED,121.2,7,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:01:10,131,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T12:05:39,131,SERVED,268.7,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:34:39,132,ENTER,,7,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:37:06,132,SERVED,146.7,7,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:55:02,133,ENTER,,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:58:48,133,SERVED,225.5,15,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:54:16,134,ENTER,,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:58:07,134,SERVED,231.5,14,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:30:00,135,ENTER,,5,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:31:33,135,SERVED,93.4,5,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:38:27,136,ENTER,,8,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:41:17,136,SERVED,170.6,8,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:35:39,137,ENTER,,6,SYNTHETIC_DEMO
L_20260902,2026-09-02T11:37:34,137,SERVED,114.9,6,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:54:07,1,ENTER,,14,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:58:16,1,SERVED,249.2,14,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:00:00,2,ENTER,,3,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:01:07,2,SERVED,67.9,3,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:39:02,3,ENTER,,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:43:44,3,SERVED,282.0,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:20:47,4,ENTER,,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:24:07,4,SERVED,199.8,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:48:58,5,ENTER,,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:53:22,5,SERVED,263.7,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:36:16,6,ENTER,,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:41:13,6,SERVED,297.0,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:13:44,7,ENTER,,8,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:15:55,7,SERVED,131.3,8,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:55:18,8,ENTER,,13,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:59:01,8,SERVED,222.8,13,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:41:04,9,ENTER,,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:45:44,9,SERVED,280.2,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:52:30,10,ENTER,,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:56:56,10,SERVED,266.0,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:05:41,11,ENTER,,7,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:07:56,11,SERVED,135.0,7,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:53:49,12,ENTER,,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:58:19,12,SERVED,269.2,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:45:06,13,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:49:51,13,SERVED,285.3,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:57:45,14,ENTER,,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:01:03,14,SERVED,198.6,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:15:11,15,ENTER,,7,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:17:45,15,SERVED,153.3,7,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:26:32,16,ENTER,,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:30:13,16,SERVED,220.4,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:56:56,17,ENTER,,13,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:01:00,17,SERVED,244.0,13,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:41:18,18,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:45:53,18,SERVED,275.0,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:23:43,19,ENTER,,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:26:54,19,SERVED,191.2,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:29:03,20,ENTER,,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:33:41,20,SERVED,278.1,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:09:19,21,ENTER,,5,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:11:49,21,SERVED,149.9,5,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:16:07,22,ENTER,,8,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:18:48,22,SERVED,160.4,8,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:44:18,23,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:49:25,23,SERVED,307.3,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:05:37,24,ENTER,,7,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:08:38,24,SERVED,180.9,7,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:38:59,25,ENTER,,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:43:45,25,SERVED,286.7,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:17:43,26,ENTER,,8,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:20:16,26,SERVED,152.8,8,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:42:58,27,ENTER,,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:47:24,27,SERVED,265.6,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:50:27,28,ENTER,,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:54:33,28,SERVED,246.0,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:47:13,29,ENTER,,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:51:03,29,SERVED,230.0,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:05:41,30,ENTER,,8,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:08:32,30,SERVED,171.0,8,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:47:08,31,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:52:09,31,SERVED,300.4,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:04:11,32,ENTER,,7,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:07:09,32,SERVED,177.4,7,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:19:50,33,ENTER,,10,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:23:19,33,SERVED,209.0,10,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:43:11,34,ENTER,,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:47:40,34,SERVED,269.3,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:36:13,35,ENTER,,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:40:22,35,SERVED,248.6,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:35:22,36,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:39:27,36,SERVED,245.1,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:22:07,37,ENTER,,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:26:13,37,SERVED,245.6,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:36:57,38,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:42:02,38,SERVED,304.3,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:35:33,39,ENTER,,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:40:27,39,SERVED,293.3,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:40:50,40,ENTER,,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:46:07,40,SERVED,316.6,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:29:58,41,ENTER,,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:34:16,41,SERVED,257.7,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:00:20,42,ENTER,,9,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:02:38,42,SERVED,137.6,9,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:01:42,43,ENTER,,9,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:04:22,43,SERVED,160.7,9,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:56:32,44,ENTER,,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:59:41,44,SERVED,188.5,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:26:04,45,ENTER,,13,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:30:10,45,SERVED,246.1,13,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:21:55,46,ENTER,,11,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:25:20,46,SERVED,204.4,11,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:31:31,47,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:35:35,47,SERVED,244.4,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:45:35,48,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:50:34,48,SERVED,298.8,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:28:00,49,ENTER,,14,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:31:42,49,SERVED,221.3,14,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:05:06,50,ENTER,,3,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:06:57,50,SERVED,110.8,3,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:31:30,51,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:36:29,51,SERVED,298.7,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:50:18,52,ENTER,,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:54:10,52,SERVED,231.6,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:06:20,53,ENTER,,7,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:09:10,53,SERVED,169.6,7,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:40:21,54,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:44:51,54,SERVED,270.0,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:38:10,55,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:42:54,55,SERVED,284.0,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:54:46,56,ENTER,,13,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:58:54,56,SERVED,248.6,13,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:17:49,57,ENTER,,9,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:20:41,57,SERVED,171.1,9,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:52:53,58,ENTER,,14,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:57:05,58,SERVED,252.0,14,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:38:03,59,ENTER,,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:43:03,59,SERVED,300.1,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:45:44,60,ENTER,,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:49:56,60,SERVED,251.9,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:48:42,61,ENTER,,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:53:09,61,SERVED,267.5,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:55:19,62,ENTER,,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:59:03,62,SERVED,223.3,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:35:24,63,ENTER,,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:40:11,63,SERVED,287.2,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:10:53,64,ENTER,,6,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:12:48,64,SERVED,114.6,6,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:43:06,65,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:47:57,65,SERVED,291.2,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:38:52,66,ENTER,,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:43:08,66,SERVED,256.2,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:19:17,67,ENTER,,10,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:22:36,67,SERVED,199.4,10,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:37:38,68,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:41:43,68,SERVED,244.9,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:05:09,69,ENTER,,8,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:08:17,69,SERVED,188.0,8,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:31:43,70,ENTER,,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:36:42,70,SERVED,298.2,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:24:37,71,ENTER,,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:28:29,71,SERVED,231.4,12,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:44:11,72,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:48:22,72,SERVED,250.4,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:31:52,73,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:36:00,73,SERVED,247.9,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:14:14,74,ENTER,,4,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:16:15,74,SERVED,120.6,4,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:41:56,75,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:46:55,75,SERVED,298.6,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:58:20,76,ENTER,,11,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:02:14,76,SERVED,234.9,11,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:44:48,77,ENTER,,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:48:56,77,SERVED,247.4,17,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:46:05,78,ENTER,,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:51:07,78,SERVED,302.1,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:19:26,79,ENTER,,10,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:22:40,79,SERVED,194.2,10,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:25:32,80,ENTER,,14,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:28:58,80,SERVED,205.3,14,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:35:07,81,ENTER,,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:38:58,81,SERVED,230.6,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:39:31,82,ENTER,,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:43:49,82,SERVED,258.3,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:50:22,83,ENTER,,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:52:30,83,ABANDONED,,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:30:57,84,ENTER,,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:35:08,84,SERVED,250.4,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:34:54,85,ENTER,,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:38:48,85,SERVED,234.2,16,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:17:08,86,ENTER,,9,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:20:21,86,SERVED,192.9,9,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:00:00,87,ENTER,,2,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:01:08,87,SERVED,68.4,2,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:44:08,88,ENTER,,2,SYNTHETIC_DEMO
D_20260902,2026-09-02T18:45:39,88,SERVED,91.0,2,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:51:01,89,ENTER,,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:55:38,89,SERVED,276.6,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:36:39,90,ENTER,,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:41:34,90,SERVED,295.5,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:31:02,91,ENTER,,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:35:06,91,SERVED,244.1,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:31:20,92,ENTER,,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:36:00,92,SERVED,279.7,15,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:42:00,93,ENTER,,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:46:17,93,SERVED,257.4,18,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:41:26,94,ENTER,,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:46:51,94,SERVED,325.9,19,SYNTHETIC_DEMO
D_20260902,2026-09-02T17:00:00,95,ENTER,,2,SYNTHETIC_DEMO
